OFFICE_LOC,LOC,NAME,HOMEPAGE,ESTABLISHMENT,GENDER,ZIP_CODE,ADDRESS,TEL, 1G_CLA , 2G_CLA , 3G_CLA , SPECIAL_CLA , CLA_SUM , 1G_STU , 1G_STU_EMPTY , 2G_STU , 2G_STU_EMPTY , 3G_STU , 3G_STU_EMPTY , STU_SUM , STU_EMPTY_SUM , AVG , T_NUM , T_EMPTY , T_REGULAR_NYM , T_REGULAR_EMPTY , T_TERM_NUM , T_TERM_EMPTY , EMP_NUM , EMP_EMPTY , CLASS_NUM 
남부,영등포구,영남중학교,http://yeongnam.ms.kr, 공립 , 공학 ,7411," 서울특별시 영등포구 대림로31나길 17 , 영남중학교 (대림동) ",28331003,7,8,8,3,26,187,78,181,83,206,84,574,245,22.1,52,40,44,34,8,6,3,2,38
남부,구로구,영림중학교,http://younglim.ms.kr/, 공립 , 공학 ,8299," 서울특별시 구로구 가마산로27길 17 , 영림중학교 (구로동) ",28590320,10,8,9,1,28,230,120,175,91,188,100,593,311,21.2,56,41,44,33,12,8,4,3,59
남부,구로구,영서중학교,http://www.yeongseo.ms.kr, 공립 , 공학 ,8370, 서울특별시 구로구 도림로20길 35 (구로동) ,28569567,8,8,9,3,28,202,99,197,92,218,124,617,315,22,55,43,44,35,11,8,3,2,50
남부,영등포구,영원중학교,http://www.youngwon.ms.kr, 공립 , 공학 ,7310," 서울특별시 영등포구 영등포로62길 31 (영등포동,영원중학교) ",7050868130,8,8,8,2,26,185,91,190,88,210,97,585,276,22.5,50,41,44,36,6,5,2,1,42
남부,구로구,오남중학교,http://www.ohnam.ms.kr, 공립 , 공학 ,8363, 서울특별시 구로구 오리로9길 25 (오류동) ,269521204,8,8,8,1,25,215,125,200,114,192,111,607,350,24.3,48,31,43,26,5,5,3,2,33
남부,구로구,오류중학교,http://www.oryu.ms.kr, 공립 , 공학 ,8242, 서울특별시 구로구 고척로27바길 19 (고척동) ,226135874,5,5,6,1,17,109,46,109,55,140,74,358,175,21.1,33,24,29,20,4,4,2,2,35
남부,영등포구,윤중중학교,http://www.yunjung.ms.kr, 공립 , 공학 ,7322," 서울특별시 영등포구 여의동로3길 3 (여의도동, 윤중중학교) ",27808842,8,7,7,1,23,188,87,169,79,167,68,524,234,22.8,47,40,39,33,8,7,3,1,45
남부,구로구,천왕중학교,http://cheonwang.ms.kr, 공립 , 공학 ,8364," 서울특별시 구로구 천왕로 63 (천왕동, 천왕중학교) ",226182832,9,9,8,1,27,231,140,224,119,208,132,663,391,24.6,51,41,45,35,6,6,4,1,38
남부,금천구,한울중학교,http://www.hanwool.ms.kr, 공립 , 공학 ,8566, 서울특별시 금천구 독산로50길 60 한울중학교 ,28564941,8,8,9,1,26,194,98,183,91,215,117,592,306,22.8,52,37,45,33,7,4,4,3,35
남부,금천구,동일중학교,http://www.dongil.ms.kr, 사립 , 공학 ,8656, 서울특별시 금천구 탑골로10길 45 (시흥동) ,7077038058,7,7,8, - ,22,191,119,188,93,186,102,565,314,25.7,40,27,34,22,6,5,4,1,39
남부,금천구,문일중학교,http://www.moonil.ms.kr, 사립 , 남자 ,8634," 서울특별시 금천구 시흥대로47길 45 , 문일중학교 (시흥동) ",28080297,6,6,7, - ,19,128, - ,136, - ,164, - ,428, - ,22.5,40,18,33,14,7,4,4, - ,26
남부,구로구,우신중학교,http://wooshin.ms.kr, 사립 , 남자 ,8258," 서울특별시 구로구 부일로 917 , 우신중학교 (궁동) ",226101610,6,6,6, - ,18,123, - ,149, - ,131, - ,403, - ,22.4,33,9,24,4,9,5,4,1,24
북부,노원구,공릉중학교,http://kongrung.ms.kr, 공립 , 공학 ,1823," 서울특별시 노원구 노원로1길 42 (공릉동,공릉중학교) ",29715212,10,9,10,1,30,259,130,229,118,284,128,772,376,25.7,54,43,49,40,5,3,3,2,39
북부,도봉구,노곡중학교,http://www.nogok.ms.kr, 공립 , 공학 ,1419," 서울특별시 도봉구 노해로70길 95 (창동,노곡중학교) ",29965232,6,6,6,1,19,131,61,131,63,150,73,412,197,21.7,37,25,33,23,4,2,3,1,43
북부,노원구,노원중학교,http://www.nowon.ms.kr, 공립 , 공학 ,1764," 서울특별시 노원구 동일로213길 26 (상계동,노원중학교) ",233916921,7,7,8,2,24,175,81,157,80,212,96,544,257,22.7,45,30,40,25,5,5,3,2,47
북부,노원구,노일중학교,http://www.noil.ms.kr, 공립 , 공학 ,1613," 서울특별시 노원구 동일로231길 24 , 노일중학교 (상계동) ",233910092,6,7,7, - ,20,133,69,132,63,165,75,430,207,21.5,40,30,37,28,3,2,3,2,41
북부,노원구,녹천중학교,http://www.nokcheon.ms.kr, 공립 , 공학 ,1905," 서울특별시 노원구 월계로 376 (월계동, 녹천중학교) ",29784592,6,6,6,1,19,139,83,121,81,138,107,398,271,20.9,36,23,30,18,6,5,4,2,42
북부,도봉구,도봉중학교,http://www.dobong.ms.kr, 공립 , 공학 ,1329," 서울특별시 도봉구 마들로 671 (도봉동,도봉중학교) ",29544117,6,7,8,1,22,144,57,144,66,159,72,447,195,20.3,45,32,39,28,6,4,3,1,40
북부,도봉구,방학중학교,http://www.banghak.ms.kr, 공립 , 공학 ,1358," 서울특별시 도봉구 시루봉로 188 , 방학중학교 (방학동) ",29568343,6,7,7,2,22,125,57,154,83,170,79,449,219,20.4,41,24,35,20,6,4,2,2,36
북부,도봉구,백운중학교,http://www.baekwoon.ms.kr, 공립 , 공학 ,1432, 서울특별시 도봉구 도봉로129길 50 (쌍문동) ,29984035,7,7,8,2,24,142,56,143,53,193,71,478,180,19.9,44,32,35,25,9,7,4,1,34
북부,도봉구,북서울중학교,http://www.bukseoul.ms.kr, 공립 , 공학 ,1305, 서울특별시 도봉구 도봉로169가길 33 (도봉동) ,29561004,8,7,8, - ,23,148,63,152,80,167,79,467,222,20.3,53,39,41,31,12,8,3,1,40
북부,노원구,불암중학교,http://bulam.ms.kr, 공립 , 공학 ,1747," 서울특별시 노원구 한글비석로5길 45 , 불암중학교 (하계동) ",29754047,12,11,12, - ,35,337,156,321,150,345,165,"1,003",471,28.7,72,55,56,39,16,16,5,3,44
북부,노원구,상경중학교,http://www.sanggyung.ms.kr, 공립 , 공학 ,1619," 서울특별시 노원구 동일로227길 61 (상계동, 상경중학교) ",29393951,9,8,9,1,27,181,98,206,96,228,113,615,307,22.8,51,36,46,33,5,3,3,2,40
북부,노원구,상계제일중학교,http://www.sanggyejeil.ms.kr, 공립 , 공학 ,1716," 서울특별시 노원구 덕릉로86길 29-15 , 상계제일중학교 (중계동) ",29303543,9,9,9,2,29,186,83,193,94,218,98,597,275,20.6,54,40,47,36,7,4,4,4,42
북부,노원구,상계중학교,http://www.sanggye.ms.kr, 공립 , 공학 ,1705, 서울특별시 노원구 노원로 398 (상계동) ,29366450,8,9,10,2,29,157,78,204,96,215,108,576,282,19.9,60,46,52,40,8,6,3,1,45
북부,노원구,상원중학교,http://www.sang-won.ms.kr, 공립 , 공학 ,1670, 서울특별시 노원구 수락산로 182 (상계동) ,29300761,8,8,8, - ,24,143,77,158,80,196,102,497,259,20.7,48,31,43,28,5,3,2,2,38
북부,노원구,수락중학교,http://www.surak.ms.kr, 공립 , 공학 ,1602," 서울특별시 노원구 동일로 1729 , 수락중학교 (상계동) ",220921947,6,6,7,2,21,134,66,147,68,159,73,440,207,21,40,27,35,23,5,4,3,1,36
북부,도봉구,신도봉중학교,http://www.sindobong.ms.kr, 공립 , 공학 ,1443, 서울특별시 도봉구 도봉로115길 16 (쌍문동) ,29923462,7,7,7,2,23,172,61,172,70,186,76,530,207,23,44,34,36,28,8,6,3,1,36
북부,도봉구,신방학중학교,http://www.sbh.ms.kr, 공립 , 공학 ,1359," 서울특별시 도봉구 시루봉로 156 , 신방학중학교 (방학동) ",29568234,7,7,8, - ,22,177,92,147,56,170,69,494,217,22.5,43,29,39,27,4,2,2,2,41
북부,노원구,신상중학교,http://www.sinsang.ms.kr, 공립 , 공학 ,1755," 서울특별시 노원구 동일로216길 42 (상계동,신상중학교) ",29320595,6,6,7, - ,19,143,68,151,64,153,75,447,207,23.5,36,28,35,27,1,1,3,2,33
북부,노원구,신창중학교,http://www.sc.ms.kr, 공립 , 공학 ,1874," 서울 노원구 월계로45길 92 (월계동,신창중학교) ",29044206,6,5,6,1,18,106,61,97,66,108,59,311,186,17.3,39,28,31,20,8,8,3, - ,27
북부,노원구,온곡중학교,http://www.ongok.ms.kr, 공립 , 공학 ,1678," 서울특별시 노원구 노원로 492 (상계동,온곡중학교) ",29348908,7,8,9, - ,24,172,88,184,101,193,90,549,279,22.9,48,35,43,31,5,4,4,3,38
북부,노원구,월계중학교,http://www.iwolgye.ms.kr, 공립 , 공학 ,1877, 서울특별시 노원구 월계로45가길 54 (월계동) ,29933115,6,6,5,2,19,118,69,101,67,103,71,322,207,16.9,38,29,32,24,6,5,3,1,33
북부,노원구,을지중학교,http://www.eulji.ms.kr, 공립 , 공학 ,1741, 서울특별시 노원구 덕릉로 580 (중계동) ,29387083,8,8,8, - ,24,226,109,238,114,253,127,717,350,29.9,50,39,41,32,9,7,4,2,40
북부,노원구,중계중학교,http://www.junggye.ms.kr, 공립 , 공학 ,1712, 서울특별시 노원구 덕릉로76길 23 (중계동) ,29322545,11,10,10,1,32,306,144,280,116,320,158,906,418,28.3,67,51,53,39,14,12,3,3,43
북부,노원구,중원중학교,http://www.joongwon.ms.kr, 공립 , 공학 ,1787," 서울특별시 노원구 공릉로 420 (중계동, 중원중학교) ",29712788,8,8,9,2,27,163,71,198,114,201,106,562,291,20.8,50,38,44,33,6,5,3,2,37
북부,노원구,중평중학교,http://jungpyong.ms.kr/, 공립 , 공학 ,1776," 서울특별시 노원구 동일로203길 87 (하계동,중평중학교) ",29773026,10,9,11,1,31,251,114,252,134,297,137,800,385,25.8,61,46,54,39,7,7,3,1,40
북부,도봉구,창동중학교,http://www.changdong.ms.kr, 공립 , 공학 ,1338, 서울특별시 도봉구 방학로 32 창동중학교(방학동) ,222896600,10,10,9,2,31,246,116,211,96,219,109,676,321,21.8,59,42,54,40,5,2,3,1,43
북부,도봉구,창북중학교,http://www.changbook.ms.kr, 공립 , 공학 ,1483," 서울특별시 도봉구 노해로62길 33 (창동,창북중학교) ",29078244,7,9,9, - ,25,161,71,180,98,217,107,558,276,22.3,54,42,43,32,11,10,3,2,42
북부,도봉구,창일중학교,http://www.changil.ms.kr, 공립 , 공학 ,1424," 서울특별시 도봉구 노해로66길 60 (창동,창일중학교) ",29945934,10,10,10, - ,30,262,118,235,126,284,130,781,374,26,55,43,50,38,5,5,4,2,43
북부,노원구,태랑중학교,http://www.taerang.ms.kr, 공립 , 공학 ,1801," 서울특별시 노원구 화랑로51나길 51 , 태랑중학교 (공릉동) ",29731355,8,8,9,1,26,224,106,202,93,257,126,683,325,26.3,49,34,40,26,9,8,4,2,37
북부,노원구,하계중학교,http://www.hagye.ms.kr, 공립 , 공학 ,1791, 서울특별시 노원구 노원로 261-8 (하계동) ,233990200,13,12,13,1,39,355,160,343,169,348,166,"1,046",495,26.8,74,59,66,52,8,7,5,2,50
북부,노원구,한천중학교,http://www.hancheon.ms.kr, 공립 , 공학 ,1832," 서울특별시 노원구 공릉로 265 , 한천중학교 (공릉동) ",29485554,9,10,10,2,31,221,103,224,111,279,138,724,352,23.4,59,47,53,41,6,6,3,2,44
북부,도봉구,효문중학교,http://hyomun.ms.kr, 공립 , 공학 ,1372," 서울특별시 도봉구 우이천로 432 (쌍문동, 효문중 고등학교) ",29991785,6,6,6, - ,18,107,48,111,49,142,72,360,169,20,38,26,30,19,8,7,3,2,24
북부,노원구,광운중학교,http://www.kwangwoon.ms.kr, 사립 , 남자 ,1890," 서울특별시 노원구 광운로1길 24 (월계동,광운중학교) ",269580003,6,6,7, - ,19,147, - ,145, - ,154, - ,446, - ,23.5,37,19,29,13,8,6,4,1,29
북부,노원구,상명중학교,http://www.sangmyung.ms.kr, 사립 , 공학 ,1758," 서울특별시 노원구 덕릉로 553 (중계동,상명중학교) ",29719211,9,8,10, - ,27,252,120,229,96,290,135,771,351,28.6,53,29,37,19,16,10,4,2,37
북부,도봉구,선덕중학교,http://www.sunduck.ms.kr, 사립 , 공학 ,1375," 서울특별시 도봉구 시루봉로 53 , 선덕중학교 (쌍문동) ",29934112,9,8,9, - ,26,234,99,209,75,248,93,691,267,26.6,47,26,34,13,13,13,4, - ,39
북부,노원구,염광중학교,http://www.yumkwang.ms.kr, 사립 , 공학 ,1874," 서울특별시 노원구 월계로45가길 9 , 01874 (월계동) ",29068881,6,6,6, - ,18,122,79,114,72,137,62,373,213,20.7,35,22,22,13,13,9,4, - ,20
북부,노원구,재현중학교,http://www.jaehyun.ms.kr, 사립 , 공학 ,1717," 서울특별시 노원구 덕릉로82길 64 (중계동,재현중/고등학교) ",7074650381,8,8,8, - ,24,171,63,172,70,198,83,541,216,22.5,46,20,36,16,10,4,4,2,39
북부,도봉구,정의여자중학교,http://www.jeongui.ms.kr, 사립 , 여자 ,1438, 서울특별시 도봉구 노해로49길 69 (쌍문동) ,234995305,6,6,6, - ,18,119,119,135,135,156,156,410,410,22.8,36,21,27,18,9,3,4,2,33
북부,노원구,청원중학교,http://cheongwon.ms.kr, 사립 , 공학 ,1672," 서울특별시 노원구 한글비석로 506 , 청원중학교 (상계동) ",233997717,7,7,7, - ,21,181,87,181,83,185,81,547,251,26,43,29,31,22,12,7,4,2,28
중부,종로구,서울대학교사범대학부설여자중학교,http://snu-g.ms.kr, 국립 , 여자 ,3087," 서울특별시 종로구 대학로 64 , 서울대학교사범대학부설여자중학교 (이화동) ",7050048965,6,6,6,1,19,141,141,124,124,164,164,429,429,22.6,52,36,37,22,15,14,4,2,49
중부,중구,금호여자중학교,http://www.kum-ho.ms.kr, 공립 , 여자 ,4587," 서울특별시 중구 청구로 6 , 금호여자중학교 본관동(주1) (신당동) ",7040505633,5,6,6,2,19,123,123,116,116,130,130,369,369,19.4,40,32,34,26,6,6,2,1,29
중부,중구,덕수중학교,http://www.ducksu.ms.kr, 공립 , 공학 ,4548," 서울 중구 마른내로9길 10 (인현동2가,덕수중학교) ",222659077,4,5,4,2,15,77,36,72,43,77,51,226,130,15.1,31,24,28,22,3,2,2,1,27
중부,용산구,선린중학교,http://www.sunrin.ms.kr, 공립 , 공학 ,4314, 서울특별시 용산구 원효로97길 33-4 (청파동3가) ,27136214,8,8,8,2,26,176,48,169,51,171,62,516,161,19.8,51,38,44,33,7,5,3,1,36
중부,용산구,용강중학교,http://www.yonggang.ms.kr, 공립 , 공학 ,4423, 서울특별시 용산구 이촌로65가길 91 (이촌동) ,27956176,10,10,10,1,31,289,129,262,128,265,107,816,364,26.3,62,51,48,42,14,9,3,2,41
중부,용산구,용산중학교,http://www.ys.ms.kr, 공립 , 남자 ,4353, 서울특별시 용산구 두텁바위로 74 (용산동2가) ,7040003800,5,6,6,2,19,107, - ,129, - ,129, - ,365, - ,19.2,39,29,32,23,7,6,3,1,29
중부,중구,장원중학교,http://www.jangwon.ms.kr, 공립 , 공학 ,4603, 서울특별시 중구 동호로15길 93-34 (신당동) ,222349829,5,4,4, - ,13,71,71,72,72,88,88,231,231,17.8,28,23,27,22,1,1,3,1,28
중부,중구,창덕여자중학교,http://www.changdeok.ms.kr, 공립 , 여자 ,4516," 서울특별시 중구 정동길 22 , 창덕여자중학교 (정동) ",7051254404,4,4,4,2,14,60,60,66,66,52,52,178,178,12.7,35,25,32,23,3,2,2,2,23
중부,종로구,청운중학교,http://www.cheong-un.ms.kr, 공립 , 남자 ,3047, 서울특별시 종로구 창의문로 51 (청운동) ,27370582,6,6,7,1,20,141, - ,138, - ,160, - ,439, - ,22,42,30,33,24,9,6,2,1,39
중부,용산구,한강중학교,http://www.hangang.ms.kr, 공립 , 공학 ,4384, 서울특별시 용산구 녹사평대로 73 (서빙고동) ,27941791,4,5,5,3,17,99,83,116,89,137,113,352,285,20.7,39,30,31,24,8,6,2,2,33
중부,종로구,경신중학교,http://www.ksms.ms.kr, 사립 , 남자 ,3067," 서울특별시 종로구 혜화로 74 (혜화동,경신중고등학교) ",27620313,4,4,4, - ,12,87, - ,75, - ,90, - ,252, - ,21,27,13,21,8,6,5,4, - ,16
중부,중구,대경중학교,http://www.daekyeong.ms.kr, 사립 , 남자 ,4592, 서울특별시 중구 매봉18길 111  (신당동) ,222355158,5,6,6, - ,17,93, - ,91, - ,122, - ,306, - ,18,34,15,31,13,3,2,4,1,26
중부,종로구,대신중학교,http://www.dae-shin.ms.kr, 사립 , 남자 ,3029, 서울특별시 종로구 사직로 9 (행촌동) ,27360317,5,5,5, - ,15,122, - ,122, - ,125, - ,369, - ,24.6,29,11,22,6,7,5,4,2,20
중부,종로구,덕성여자중학교,http://duksung.ms.kr, 사립 , 여자 ,3062, 서울특별시 종로구 율곡로3길 49 (송현동) ,27334807,4,4,4, - ,12,44,44,56,56,65,65,165,165,13.8,25,15,24,14,1,1,4,1,24
중부,종로구,동성중학교,http://sds.ms.kr, 사립 , 남자 ,3083, 서울특별시 종로구 대학로 156 동성중학교 (혜화동 90-7) ,236719196,5,5,5, - ,15,102, - ,85, - ,115, - ,302, - ,20.1,31,6,30,6,1, - ,4,1,25
중부,용산구,배문중학교,http://www.baemoon.ms.kr, 사립 , 남자 ,4305," 서울특별시 용산구 효창원로 258 , 배문중학교 (서계동) ",234807243,5,5,5, - ,15,89, - ,83, - ,118, - ,290, - ,19.3,30,10,25,6,5,4,4, - ,22
중부,종로구,배화여자중학교,http://www.paiwha.ms.kr, 사립 , 여자 ,3027, 서울특별시 종로구 필운대로1길 34 배화여자중학교 ,27256451,6,6,6, - ,18,160,160,119,119,151,151,430,430,23.9,36,23,31,19,5,4,4,1,27
중부,용산구,보성여자중학교,http://www.bosung-g.ms.kr, 사립 , 여자 ,4338, 서울특별시 용산구 신흥로3가길 66 (용산동2가) ,7040003136,4,5,5, - ,14,79,79,98,98,92,92,269,269,19.2,30,19,22,13,8,6,4,2,24
중부,종로구,상명대학교사범대학부속여자중학교,http://www.sangmyung-agm.ms.kr, 사립 , 여자 ,3016, 서울특별시 종로구 홍지문2길 20 (홍지동) ,23948672,4,4,4, - ,12,94,94,93,93,97,97,284,284,23.7,27,16,21,13,6,3,4, - ,16
중부,용산구,성심여자중학교,http://sacredheart.ms.kr/, 사립 , 여자 ,4361," 서울특별시 용산구 원효로19길 49 , 성심여자중학교 (원효로4가) ",232734135,4,4,4, - ,12,98,98,100,100,105,105,303,303,25.3,25,19,21,15,4,4,4,1,19
중부,용산구,신광여자중학교,http://www.shinkwang.ms.kr, 사립 , 여자 ,4313, 서울특별시 용산구 청파로 263 학교법인신광학원 (청파동3가) ,27106907,5,5,5, - ,15,96,96,82,82,101,101,279,279,18.6,30,19,26,15,4,4,4,1,23
중부,용산구,오산중학교,http://www.os.ms.kr, 사립 , 남자 ,4396," 서울특별시 용산구 보광로7길 17 (보광동,오산중학교) ",27999400,6,6,6, - ,18,125, - ,121, - ,147, - ,393, - ,21.8,35,11,29,9,6,2,4,2,22
중부,중구,장충중학교,http://www.jangchung.ms.kr, 사립 , 남자 ,4603, 서울특별시 중구 동호로15길 93 (신당동) ,7086867003,4,4,4, - ,12,64, - ,54, - ,84, - ,202, - ,16.8,24,7,18,4,6,3,4,1,23
중부,종로구,중앙중학교,http://www.choongang.ms.kr, 사립 , 공학 ,3051, 서울특별시 종로구 창덕궁길 164 중앙중학교 (계동) ,27421325,4,4,4, - ,12,58,9,61,12,65,15,184,36,15.3,25,10,23,8,2,2,4,1,20
중부,중구,한양중학교,http://www.hanyang.ms.kr, 사립 , 남자 ,4566, 서울특별시 중구 을지로 299 (신당동) ,222344725,4,4,4, - ,12,61, - ,65, - ,80, - ,206, - ,17.2,24,15,17,8,7,7,4,2,12
중부,중구,환일중학교,http://www.hwanil.ms.kr, 사립 , 남자 ,4500, 서울특별시 중구 환일길 47 (만리동2가) ,23907211,4,4,4, - ,12,51, - ,57, - ,50, - ,158, - ,13.2,26,18,19,14,7,4,4,1,16
강동송파,송파구,가락중학교,http://www.karak.ms.kr, 공립 , 공학 ,5673," 서울특별시 송파구 송이로 45 (송파동,가락중학교) ",221433102,9,7,7,1,24,171,58,169,55,194,67,534,180,22.3,52,42,39,30,13,12,3,1,47
강동송파,송파구,가원중학교,http://www.gawon.ms.kr, 공립 , 공학 ,5831," 서울특별시 송파구 중대로10길 40-18 (가락동,가원중학교) ",24092179,6,6,7,2,21,147,63,143,61,177,87,467,211,22.2,40,28,34,25,6,3,2,1,45
강동송파,강동구,강동중학교,http://www.gang-dong.ms.kr, 공립 , 공학 ,5208," 서울특별시 강동구 풍산로 237 , 강동중학교 (강일동) ",24811503,9,7,7,2,25,264,112,187,81,184,99,635,292,25.4,48,37,40,31,8,6,3,2,32
강동송파,강동구,강명중학교,http://www.gangmyoung.ms.kr, 공립 , 공학 ,5285," 서울특별시 강동구 상일로12길 56 (강일동, 강명중학교) ",24403200,7,7,7,1,22,177,83,144,69,176,80,497,232,22.6,44,31,37,25,7,6,4,1,32
강동송파,강동구,강일중학교,http://www.kangil.ms.kr, 공립 , 공학 ,5236, 서울특별시 강동구 고덕로27길 12 (암사동414-17) ,24414651,7,7,7,1,22,207,84,189,90,193,85,589,259,26.8,44,34,37,29,7,5,2,2,41
강동송파,송파구,거원중학교,http://www.geowon.ms.kr, 공립 , 공학 ,5789," 서울특별시 송파구 양산로2길 30 (거여동,거원중학교) ",24054205,6,6,7, - ,19,126,61,134,67,174,85,434,213,22.8,41,34,36,29,5,5,4,3,28
강동송파,강동구,고덕중학교,http://www.godeok.ms.kr, 공립 , 공학 ,5225, 서울특별시 강동구 동남로82길 94 (고덕동) ,220456000,6,6,6, - ,18,68,44,71,45,104,69,243,158,13.5,38,30,32,27,6,3,3, - ,48
강동송파,강동구,둔촌중학교,http://doonchon.ms.kr, 공립 , 공학 ,5367, 서울특별시 강동구 진황도로61길 25-30 (둔촌동) ,24743981,6,6,6,1,19,114,63,104,39,131,63,349,165,18.4,37,26,32,22,5,4,3, - ,37
강동송파,강동구,명일중학교,http://www.myungil.ms.kr, 공립 , 공학 ,5230," 서울특별시 강동구 양재대로156길 57 (고덕동,명일중학교) ",7051025713,10,10,10,2,32,321,153,291,137,294,143,906,433,28.3,61,50,54,44,7,6,3,2,44
강동송파,송파구,문정중학교,http://www.munjeong.ms.kr, 공립 , 공학 ,5797," 서울특별시 송파구 문정로 73 (문정동, 문정중학교) ",24486348,8,8,8,1,25,182,83,183,99,211,98,576,280,23,53,45,41,35,12,10,4,3,39
강동송파,송파구,문현중학교,http://www.munhyeon.ms.kr/, 공립 , 공학 ,5811," 서울특별시 송파구 충민로 99 , 문현중학교 (장지동) ",24074095,8,8,9,1,26,215,90,192,95,230,123,637,308,24.5,53,41,44,36,9,5,3,3,34
강동송파,송파구,방산중학교,http://www.bangsan.ms.kr, 공립 , 공학 ,5645," 서울특별시 송파구 오금로29길 31 (방이동, 방산중학교) ",220462600,6,6,6,1,19,163,84,143,72,159,88,465,244,24.5,38,31,31,25,7,6,3,2,35
강동송파,송파구,방이중학교,http://www.bangi.ms.kr, 공립 , 공학 ,5546," 서울특별시 송파구 오금로11길 64 (방이동,방이중학교) ",221527111,6,6,6,1,19,139,62,143,50,127,47,409,159,21.5,38,31,33,28,5,3,3,3,38
강동송파,송파구,서울체육중학교,http://www.cheyuk.ms.kr/, 공립 , 공학 ,5541," 서울특별시 송파구 강동대로 232 ,서울체육중학교 (방이동) ",221409943,2,2,2, - ,6,54,15,48,18,49,20,151,53,25.2,16,6,13,5,3,1, - , - ,12
강동송파,송파구,석촌중학교,http://www.seokchon.ms.kr, 공립 , 공학 ,5706, 서울특별시 송파구 송이로15길 13 (가락동) ,24484031,6,6,6, - ,18,122,70,136,59,155,62,413,191,22.9,35,26,32,25,3,1,3,3,37
강동송파,강동구,성내중학교,http://www.seongnae.ms.kr, 공립 , 공학 ,5396," 서울특별시 강동구 성안로7길 36 (성내동,성내중학교) ",24706453,7,7,8,1,23,178,101,183,102,228,135,589,338,25.6,48,35,40,31,8,4,4,3,41
강동송파,송파구,세륜중학교,http://www.seryun.ms.kr, 공립 , 공학 ,5654," 서울특별시 송파구 양재대로72길 41 (오금동,세륜중학교) ",24311102,7,7,6, - ,20,171,92,141,84,154,99,466,275,23.3,40,32,35,29,5,3,4,2,34
강동송파,송파구,송례중학교,http://www.songrye.ms.kr, 공립 , 공학 ,5853, 서울특별시 송파구 위례순환로 429 (장지동) ,221442800,13,13,12,1,39,334,181,311,154,298,160,943,495,24.2,76,60,64,51,12,9,4,2,63
강동송파,송파구,송파중학교,http://www.songpa.ms.kr, 공립 , 공학 ,5823," 서울특별시 송파구 동남로 203 (가락동, 송파중학교) ",24020118,13,11,12,2,38,333,180,310,154,365,187,"1,008",521,26.5,75,65,61,53,14,12,4,2,46
강동송파,강동구,신명중학교,http://www.sinmyung.ms.kr, 공립 , 공학 ,5300, 서울특별시 강동구 명일로24길 25 (길동) ,269696400,8,8,9, - ,25,188,94,175,86,207,84,570,264,22.8,46,31,44,30,2,1,4,3,42
강동송파,강동구,신암중학교,http://www.sinam.ms.kr, 공립 , 공학 ,5238," 서울특별시 강동구 고덕로 65 , 신암중학교 (암사동) ",24416751,8,8,7,1,24,202,105,192,86,186,95,580,286,24.2,50,40,43,34,7,6,4,3,43
